month,geo,sex,age,value,geo_label,sex_label,age_label
2013-08,SE,F,TOTAL,8.0,Sweden,Females,Total (16 to 74 years)
2013-08,SE,M,TOTAL,8.1,Sweden,Males,Total (16 to 74 years)
2013-08,SE,T,TOTAL,8.1,Sweden,Total,Total (16 to 74 years)
2013-09,DE,F,TOTAL,4.5,Germany,Females,Total (16 to 74 years)
2013-09,DE,M,TOTAL,5.1,Germany,Males,Total (16 to 74 years)
2013-09,DE,T,TOTAL,4.9,Germany,Total,Total (16 to 74 years)
2013-09,EL,F,TOTAL,32.3,Greece,Females,Total (16 to 74 years)
2013-09,EL,M,TOTAL,25.1,Greece,Males,Total (16 to 74 years)
2013-09,EL,T,TOTAL,28.2,Greece,Total,Total (16 to 74 years)
2013-09,ES,F,TOTAL,26.6,Spain,Females,Total (16 to 74 years)
2013-09,ES,M,TOTAL,25.6,Spain,Males,Total (16 to 74 years)
2013-09,ES,T,TOTAL,26.1,Spain,Total,Total (16 to 74 years)
2013-09,EU27,F,TOTAL,11.7,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2013-09,EU27,M,TOTAL,11.4,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2013-09,EU27,T,TOTAL,11.5,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2013-09,FR,F,TOTAL,10.1,France,Females,Total (16 to 74 years)
2013-09,FR,M,TOTAL,10.4,France,Males,Total (16 to 74 years)
2013-09,FR,T,TOTAL,10.3,France,Total,Total (16 to 74 years)
2013-09,IT,F,TOTAL,13.4,Italy,Females,Total (16 to 74 years)
2013-09,IT,M,TOTAL,11.9,Italy,Males,Total (16 to 74 years)
2013-09,IT,T,TOTAL,12.6,Italy,Total,Total (16 to 74 years)
2013-09,NL,F,TOTAL,8.8,Netherlands,Females,Total (16 to 74 years)
2013-09,NL,M,TOTAL,8.3,Netherlands,Males,Total (16 to 74 years)
2013-09,NL,T,TOTAL,8.5,Netherlands,Total,Total (16 to 74 years)
2013-09,PL,F,TOTAL,10.9,Poland,Females,Total (16 to 74 years)
2013-09,PL,M,TOTAL,9.8,Poland,Males,Total (16 to 74 years)
2013-09,PL,T,TOTAL,10.3,Poland,Total,Total (16 to 74 years)
2013-09,SE,F,TOTAL,8.6,Sweden,Females,Total (16 to 74 years)
2013-09,SE,M,TOTAL,7.8,Sweden,Males,Total (16 to 74 years)
2013-09,SE,T,TOTAL,8.2,Sweden,Total,Total (16 to 74 years)
2013-10,DE,F,TOTAL,4.5,Germany,Females,Total (16 to 74 years)
2013-10,DE,M,TOTAL,5.1,Germany,Males,Total (16 to 74 years)
2013-10,DE,T,TOTAL,4.8,Germany,Total,Total (16 to 74 years)
2013-10,EL,F,TOTAL,31.8,Greece,Females,Total (16 to 74 years)
2013-10,EL,M,TOTAL,24.8,Greece,Males,Total (16 to 74 years)
2013-10,EL,T,TOTAL,27.8,Greece,Total,Total (16 to 74 years)
2013-10,ES,F,TOTAL,26.7,Spain,Females,Total (16 to 74 years)
2013-10,ES,M,TOTAL,25.4,Spain,Males,Total (16 to 74 years)
2013-10,ES,T,TOTAL,26.0,Spain,Total,Total (16 to 74 years)
2013-10,EU27,F,TOTAL,11.7,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2013-10,EU27,M,TOTAL,11.3,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2013-10,EU27,T,TOTAL,11.5,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2013-10,FR,F,TOTAL,10.1,France,Females,Total (16 to 74 years)
2013-10,FR,M,TOTAL,10.1,France,Males,Total (16 to 74 years)
2013-10,FR,T,TOTAL,10.1,France,Total,Total (16 to 74 years)
2013-10,IT,F,TOTAL,13.4,Italy,Females,Total (16 to 74 years)
2013-10,IT,M,TOTAL,11.9,Italy,Males,Total (16 to 74 years)
2013-10,IT,T,TOTAL,12.5,Italy,Total,Total (16 to 74 years)
2013-10,NL,F,TOTAL,8.8,Netherlands,Females,Total (16 to 74 years)
2013-10,NL,M,TOTAL,8.2,Netherlands,Males,Total (16 to 74 years)
2013-10,NL,T,TOTAL,8.5,Netherlands,Total,Total (16 to 74 years)
2013-10,PL,F,TOTAL,10.8,Poland,Females,Total (16 to 74 years)
2013-10,PL,M,TOTAL,9.7,Poland,Males,Total (16 to 74 years)
2013-10,PL,T,TOTAL,10.2,Poland,Total,Total (16 to 74 years)
2013-10,SE,F,TOTAL,7.7,Sweden,Females,Total (16 to 74 years)
2013-10,SE,M,TOTAL,8.1,Sweden,Males,Total (16 to 74 years)
2013-10,SE,T,TOTAL,7.9,Sweden,Total,Total (16 to 74 years)
2013-11,DE,F,TOTAL,4.6,Germany,Females,Total (16 to 74 years)
2013-11,DE,M,TOTAL,5.1,Germany,Males,Total (16 to 74 years)
2013-11,DE,T,TOTAL,4.8,Germany,Total,Total (16 to 74 years)
2013-11,EL,F,TOTAL,32.0,Greece,Females,Total (16 to 74 years)
2013-11,EL,M,TOTAL,24.6,Greece,Males,Total (16 to 74 years)
2013-11,EL,T,TOTAL,27.8,Greece,Total,Total (16 to 74 years)
2013-11,ES,F,TOTAL,26.7,Spain,Females,Total (16 to 74 years)
2013-11,ES,M,TOTAL,25.2,Spain,Males,Total (16 to 74 years)
2013-11,ES,T,TOTAL,25.9,Spain,Total,Total (16 to 74 years)
2013-11,EU27,F,TOTAL,11.7,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2013-11,EU27,M,TOTAL,11.3,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2013-11,EU27,T,TOTAL,11.5,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2013-11,FR,F,TOTAL,10.2,France,Females,Total (16 to 74 years)
2013-11,FR,M,TOTAL,10.2,France,Males,Total (16 to 74 years)
2013-11,FR,T,TOTAL,10.2,France,Total,Total (16 to 74 years)
2013-11,IT,F,TOTAL,13.2,Italy,Females,Total (16 to 74 years)
2013-11,IT,M,TOTAL,11.9,Italy,Males,Total (16 to 74 years)
2013-11,IT,T,TOTAL,12.5,Italy,Total,Total (16 to 74 years)
2013-11,NL,F,TOTAL,8.6,Netherlands,Females,Total (16 to 74 years)
2013-11,NL,M,TOTAL,8.2,Netherlands,Males,Total (16 to 74 years)
2013-11,NL,T,TOTAL,8.4,Netherlands,Total,Total (16 to 74 years)
2013-11,PL,F,TOTAL,10.8,Poland,Females,Total (16 to 74 years)
2013-11,PL,M,TOTAL,9.7,Poland,Males,Total (16 to 74 years)
2013-11,PL,T,TOTAL,10.2,Poland,Total,Total (16 to 74 years)
2013-11,SE,F,TOTAL,7.8,Sweden,Females,Total (16 to 74 years)
2013-11,SE,M,TOTAL,8.5,Sweden,Males,Total (16 to 74 years)
2013-11,SE,T,TOTAL,8.2,Sweden,Total,Total (16 to 74 years)
2013-12,DE,F,TOTAL,4.6,Germany,Females,Total (16 to 74 years)
2013-12,DE,M,TOTAL,5.1,Germany,Males,Total (16 to 74 years)
2013-12,DE,T,TOTAL,4.8,Germany,Total,Total (16 to 74 years)
2013-12,EL,F,TOTAL,31.5,Greece,Females,Total (16 to 74 years)
2013-12,EL,M,TOTAL,24.7,Greece,Males,Total (16 to 74 years)
2013-12,EL,T,TOTAL,27.7,Greece,Total,Total (16 to 74 years)
2013-12,ES,F,TOTAL,26.4,Spain,Females,Total (16 to 74 years)
2013-12,ES,M,TOTAL,24.8,Spain,Males,Total (16 to 74 years)
2013-12,ES,T,TOTAL,25.5,Spain,Total,Total (16 to 74 years)
2013-12,EU27,F,TOTAL,11.6,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2013-12,EU27,M,TOTAL,11.3,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2013-12,EU27,T,TOTAL,11.4,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2013-12,FR,F,TOTAL,10.1,France,Females,Total (16 to 74 years)
2013-12,FR,M,TOTAL,10.3,France,Males,Total (16 to 74 years)
2013-12,FR,T,TOTAL,10.2,France,Total,Total (16 to 74 years)
2013-12,IT,F,TOTAL,13.6,Italy,Females,Total (16 to 74 years)
2013-12,IT,M,TOTAL,12.1,Italy,Males,Total (16 to 74 years)
2013-12,IT,T,TOTAL,12.7,Italy,Total,Total (16 to 74 years)
2013-12,NL,F,TOTAL,8.7,Netherlands,Females,Total (16 to 74 years)
2013-12,NL,M,TOTAL,8.3,Netherlands,Males,Total (16 to 74 years)
2013-12,NL,T,TOTAL,8.5,Netherlands,Total,Total (16 to 74 years)
2013-12,PL,F,TOTAL,10.8,Poland,Females,Total (16 to 74 years)
2013-12,PL,M,TOTAL,9.7,Poland,Males,Total (16 to 74 years)
2013-12,PL,T,TOTAL,10.2,Poland,Total,Total (16 to 74 years)
2013-12,SE,F,TOTAL,8.1,Sweden,Females,Total (16 to 74 years)
2013-12,SE,M,TOTAL,8.1,Sweden,Males,Total (16 to 74 years)
2013-12,SE,T,TOTAL,8.1,Sweden,Total,Total (16 to 74 years)
2014-01,DE,F,TOTAL,4.6,Germany,Females,Total (16 to 74 years)
2014-01,DE,M,TOTAL,5.1,Germany,Males,Total (16 to 74 years)
2014-01,DE,T,TOTAL,4.8,Germany,Total,Total (16 to 74 years)
2014-01,EL,F,TOTAL,31.0,Greece,Females,Total (16 to 74 years)
2014-01,EL,M,TOTAL,24.5,Greece,Males,Total (16 to 74 years)
2014-01,EL,T,TOTAL,27.3,Greece,Total,Total (16 to 74 years)
2014-01,ES,F,TOTAL,26.2,Spain,Females,Total (16 to 74 years)
2014-01,ES,M,TOTAL,24.9,Spain,Males,Total (16 to 74 years)
2014-01,ES,T,TOTAL,25.5,Spain,Total,Total (16 to 74 years)
2014-01,EU27,F,TOTAL,11.5,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2014-01,EU27,M,TOTAL,11.3,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2014-01,EU27,T,TOTAL,11.4,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2014-01,FR,F,TOTAL,9.9,France,Females,Total (16 to 74 years)
2014-01,FR,M,TOTAL,10.5,France,Males,Total (16 to 74 years)
2014-01,FR,T,TOTAL,10.2,France,Total,Total (16 to 74 years)
2014-01,IT,F,TOTAL,13.8,Italy,Females,Total (16 to 74 years)
2014-01,IT,M,TOTAL,12.2,Italy,Males,Total (16 to 74 years)
2014-01,IT,T,TOTAL,12.9,Italy,Total,Total (16 to 74 years)
2014-01,NL,F,TOTAL,8.9,Netherlands,Females,Total (16 to 74 years)
2014-01,NL,M,TOTAL,8.3,Netherlands,Males,Total (16 to 74 years)
2014-01,NL,T,TOTAL,8.6,Netherlands,Total,Total (16 to 74 years)
2014-01,PL,F,TOTAL,11.0,Poland,Females,Total (16 to 74 years)
2014-01,PL,M,TOTAL,9.9,Poland,Males,Total (16 to 74 years)
2014-01,PL,T,TOTAL,10.4,Poland,Total,Total (16 to 74 years)
2014-01,SE,F,TOTAL,8.0,Sweden,Females,Total (16 to 74 years)
2014-01,SE,M,TOTAL,8.5,Sweden,Males,Total (16 to 74 years)
2014-01,SE,T,TOTAL,8.2,Sweden,Total,Total (16 to 74 years)
2014-02,DE,F,TOTAL,4.5,Germany,Females,Total (16 to 74 years)
2014-02,DE,M,TOTAL,5.1,Germany,Males,Total (16 to 74 years)
2014-02,DE,T,TOTAL,4.8,Germany,Total,Total (16 to 74 years)
2014-02,EL,F,TOTAL,31.0,Greece,Females,Total (16 to 74 years)
2014-02,EL,M,TOTAL,24.8,Greece,Males,Total (16 to 74 years)
2014-02,EL,T,TOTAL,27.5,Greece,Total,Total (16 to 74 years)
2014-02,ES,F,TOTAL,25.9,Spain,Females,Total (16 to 74 years)
2014-02,ES,M,TOTAL,24.7,Spain,Males,Total (16 to 74 years)
2014-02,ES,T,TOTAL,25.3,Spain,Total,Total (16 to 74 years)
2014-02,EU27,F,TOTAL,11.4,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2014-02,EU27,M,TOTAL,11.3,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2014-02,EU27,T,TOTAL,11.4,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2014-02,FR,F,TOTAL,9.8,France,Females,Total (16 to 74 years)
2014-02,FR,M,TOTAL,10.6,France,Males,Total (16 to 74 years)
2014-02,FR,T,TOTAL,10.2,France,Total,Total (16 to 74 years)
2014-02,IT,F,TOTAL,13.5,Italy,Females,Total (16 to 74 years)
2014-02,IT,M,TOTAL,12.4,Italy,Males,Total (16 to 74 years)
2014-02,IT,T,TOTAL,12.9,Italy,Total,Total (16 to 74 years)
2014-02,NL,F,TOTAL,9.0,Netherlands,Females,Total (16 to 74 years)
2014-02,NL,M,TOTAL,8.5,Netherlands,Males,Total (16 to 74 years)
2014-02,NL,T,TOTAL,8.7,Netherlands,Total,Total (16 to 74 years)
2014-02,PL,F,TOTAL,11.0,Poland,Females,Total (16 to 74 years)
2014-02,PL,M,TOTAL,9.8,Poland,Males,Total (16 to 74 years)
2014-02,PL,T,TOTAL,10.3,Poland,Total,Total (16 to 74 years)
2014-02,SE,F,TOTAL,7.9,Sweden,Females,Total (16 to 74 years)
2014-02,SE,M,TOTAL,8.3,Sweden,Males,Total (16 to 74 years)
2014-02,SE,T,TOTAL,8.1,Sweden,Total,Total (16 to 74 years)
2014-03,DE,F,TOTAL,4.4,Germany,Females,Total (16 to 74 years)
2014-03,DE,M,TOTAL,5.1,Germany,Males,Total (16 to 74 years)
2014-03,DE,T,TOTAL,4.8,Germany,Total,Total (16 to 74 years)
2014-03,EL,F,TOTAL,30.7,Greece,Females,Total (16 to 74 years)
2014-03,EL,M,TOTAL,24.1,Greece,Males,Total (16 to 74 years)
2014-03,EL,T,TOTAL,27.0,Greece,Total,Total (16 to 74 years)
2014-03,ES,F,TOTAL,25.8,Spain,Females,Total (16 to 74 years)
2014-03,ES,M,TOTAL,24.6,Spain,Males,Total (16 to 74 years)
2014-03,ES,T,TOTAL,25.1,Spain,Total,Total (16 to 74 years)
2014-03,EU27,F,TOTAL,11.4,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2014-03,EU27,M,TOTAL,11.2,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2014-03,EU27,T,TOTAL,11.3,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2014-03,FR,F,TOTAL,9.8,France,Females,Total (16 to 74 years)
2014-03,FR,M,TOTAL,10.6,France,Males,Total (16 to 74 years)
2014-03,FR,T,TOTAL,10.2,France,Total,Total (16 to 74 years)
2014-03,IT,F,TOTAL,13.6,Italy,Females,Total (16 to 74 years)
2014-03,IT,M,TOTAL,12.0,Italy,Males,Total (16 to 74 years)
2014-03,IT,T,TOTAL,12.7,Italy,Total,Total (16 to 74 years)
2014-03,NL,F,TOTAL,9.2,Netherlands,Females,Total (16 to 74 years)
2014-03,NL,M,TOTAL,8.3,Netherlands,Males,Total (16 to 74 years)
2014-03,NL,T,TOTAL,8.7,Netherlands,Total,Total (16 to 74 years)
2014-03,PL,F,TOTAL,10.8,Poland,Females,Total (16 to 74 years)
2014-03,PL,M,TOTAL,9.6,Poland,Males,Total (16 to 74 years)
2014-03,PL,T,TOTAL,10.1,Poland,Total,Total (16 to 74 years)
2014-03,SE,F,TOTAL,8.0,Sweden,Females,Total (16 to 74 years)
2014-03,SE,M,TOTAL,8.3,Sweden,Males,Total (16 to 74 years)
2014-03,SE,T,TOTAL,8.2,Sweden,Total,Total (16 to 74 years)
2014-04,DE,F,TOTAL,4.4,Germany,Females,Total (16 to 74 years)
2014-04,DE,M,TOTAL,5.1,Germany,Males,Total (16 to 74 years)
2014-04,DE,T,TOTAL,4.8,Germany,Total,Total (16 to 74 years)
2014-04,EL,F,TOTAL,30.9,Greece,Females,Total (16 to 74 years)
2014-04,EL,M,TOTAL,24.5,Greece,Males,Total (16 to 74 years)
2014-04,EL,T,TOTAL,27.3,Greece,Total,Total (16 to 74 years)
2014-04,ES,F,TOTAL,25.6,Spain,Females,Total (16 to 74 years)
2014-04,ES,M,TOTAL,24.2,Spain,Males,Total (16 to 74 years)
2014-04,ES,T,TOTAL,24.8,Spain,Total,Total (16 to 74 years)
2014-04,EU27,F,TOTAL,11.2,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2014-04,EU27,M,TOTAL,11.1,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2014-04,EU27,T,TOTAL,11.2,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2014-04,FR,F,TOTAL,9.8,France,Females,Total (16 to 74 years)
2014-04,FR,M,TOTAL,10.4,France,Males,Total (16 to 74 years)
2014-04,FR,T,TOTAL,10.1,France,Total,Total (16 to 74 years)
2014-04,IT,F,TOTAL,13.5,Italy,Females,Total (16 to 74 years)
2014-04,IT,M,TOTAL,12.3,Italy,Males,Total (16 to 74 years)
2014-04,IT,T,TOTAL,12.8,Italy,Total,Total (16 to 74 years)
2014-04,NL,F,TOTAL,9.1,Netherlands,Females,Total (16 to 74 years)
2014-04,NL,M,TOTAL,8.2,Netherlands,Males,Total (16 to 74 years)
2014-04,NL,T,TOTAL,8.6,Netherlands,Total,Total (16 to 74 years)
2014-04,PL,F,TOTAL,10.5,Poland,Females,Total (16 to 74 years)
2014-04,PL,M,TOTAL,9.3,Poland,Males,Total (16 to 74 years)
2014-04,PL,T,TOTAL,9.8,Poland,Total,Total (16 to 74 years)
2014-04,SE,F,TOTAL,8.4,Sweden,Females,Total (16 to 74 years)
2014-04,SE,M,TOTAL,8.1,Sweden,Males,Total (16 to 74 years)
2014-04,SE,T,TOTAL,8.2,Sweden,Total,Total (16 to 74 years)
2014-05,DE,F,TOTAL,4.4,Germany,Females,Total (16 to 74 years)
2014-05,DE,M,TOTAL,5.0,Germany,Males,Total (16 to 74 years)
2014-05,DE,T,TOTAL,4.7,Germany,Total,Total (16 to 74 years)
2014-05,EL,F,TOTAL,31.2,Greece,Females,Total (16 to 74 years)
2014-05,EL,M,TOTAL,24.2,Greece,Males,Total (16 to 74 years)
2014-05,EL,T,TOTAL,27.2,Greece,Total,Total (16 to 74 years)
2014-05,ES,F,TOTAL,25.5,Spain,Females,Total (16 to 74 years)
2014-05,ES,M,TOTAL,23.9,Spain,Males,Total (16 to 74 years)
2014-05,ES,T,TOTAL,24.6,Spain,Total,Total (16 to 74 years)
2014-05,EU27,F,TOTAL,11.2,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2014-05,EU27,M,TOTAL,10.9,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2014-05,EU27,T,TOTAL,11.1,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2014-05,FR,F,TOTAL,9.9,France,Females,Total (16 to 74 years)
2014-05,FR,M,TOTAL,10.4,France,Males,Total (16 to 74 years)
2014-05,FR,T,TOTAL,10.1,France,Total,Total (16 to 74 years)
2014-05,IT,F,TOTAL,13.9,Italy,Females,Total (16 to 74 years)
2014-05,IT,M,TOTAL,11.8,Italy,Males,Total (16 to 74 years)
2014-05,IT,T,TOTAL,12.7,Italy,Total,Total (16 to 74 years)
2014-05,NL,F,TOTAL,8.9,Netherlands,Females,Total (16 to 74 years)
2014-05,NL,M,TOTAL,8.1,Netherlands,Males,Total (16 to 74 years)
2014-05,NL,T,TOTAL,8.5,Netherlands,Total,Total (16 to 74 years)
2014-05,PL,F,TOTAL,10.1,Poland,Females,Total (16 to 74 years)
2014-05,PL,M,TOTAL,9.0,Poland,Males,Total (16 to 74 years)
2014-05,PL,T,TOTAL,9.5,Poland,Total,Total (16 to 74 years)
2014-05,SE,F,TOTAL,7.4,Sweden,Females,Total (16 to 74 years)
2014-05,SE,M,TOTAL,8.1,Sweden,Males,Total (16 to 74 years)
2014-05,SE,T,TOTAL,7.8,Sweden,Total,Total (16 to 74 years)
2014-06,DE,F,TOTAL,4.4,Germany,Females,Total (16 to 74 years)
2014-06,DE,M,TOTAL,5.0,Germany,Males,Total (16 to 74 years)
2014-06,DE,T,TOTAL,4.7,Germany,Total,Total (16 to 74 years)
2014-06,EL,F,TOTAL,30.7,Greece,Females,Total (16 to 74 years)
2014-06,EL,M,TOTAL,23.1,Greece,Males,Total (16 to 74 years)
2014-06,EL,T,TOTAL,26.5,Greece,Total,Total (16 to 74 years)
2014-06,ES,F,TOTAL,25.5,Spain,Females,Total (16 to 74 years)
2014-06,ES,M,TOTAL,23.4,Spain,Males,Total (16 to 74 years)
2014-06,ES,T,TOTAL,24.4,Spain,Total,Total (16 to 74 years)
2014-06,EU27,F,TOTAL,11.2,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2014-06,EU27,M,TOTAL,10.7,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2014-06,EU27,T,TOTAL,11.0,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2014-06,FR,F,TOTAL,10.0,France,Females,Total (16 to 74 years)
2014-06,FR,M,TOTAL,10.4,France,Males,Total (16 to 74 years)
2014-06,FR,T,TOTAL,10.2,France,Total,Total (16 to 74 years)
2014-06,IT,F,TOTAL,13.6,Italy,Females,Total (16 to 74 years)
2014-06,IT,M,TOTAL,11.5,Italy,Males,Total (16 to 74 years)
2014-06,IT,T,TOTAL,12.4,Italy,Total,Total (16 to 74 years)
2014-06,NL,F,TOTAL,8.7,Netherlands,Females,Total (16 to 74 years)
2014-06,NL,M,TOTAL,7.9,Netherlands,Males,Total (16 to 74 years)
2014-06,NL,T,TOTAL,8.3,Netherlands,Total,Total (16 to 74 years)
2014-06,PL,F,TOTAL,9.8,Poland,Females,Total (16 to 74 years)
2014-06,PL,M,TOTAL,8.7,Poland,Males,Total (16 to 74 years)
2014-06,PL,T,TOTAL,9.2,Poland,Total,Total (16 to 74 years)
2014-06,SE,F,TOTAL,7.8,Sweden,Females,Total (16 to 74 years)
2014-06,SE,M,TOTAL,8.6,Sweden,Males,Total (16 to 74 years)
2014-06,SE,T,TOTAL,8.3,Sweden,Total,Total (16 to 74 years)
2014-07,DE,F,TOTAL,4.4,Germany,Females,Total (16 to 74 years)
2014-07,DE,M,TOTAL,5.0,Germany,Males,Total (16 to 74 years)
2014-07,DE,T,TOTAL,4.7,Germany,Total,Total (16 to 74 years)
2014-07,EL,F,TOTAL,30.3,Greece,Females,Total (16 to 74 years)
2014-07,EL,M,TOTAL,23.5,Greece,Males,Total (16 to 74 years)
2014-07,EL,T,TOTAL,26.5,Greece,Total,Total (16 to 74 years)
2014-07,ES,F,TOTAL,25.6,Spain,Females,Total (16 to 74 years)
2014-07,ES,M,TOTAL,23.2,Spain,Males,Total (16 to 74 years)
2014-07,ES,T,TOTAL,24.3,Spain,Total,Total (16 to 74 years)
2014-07,EU27,F,TOTAL,11.2,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2014-07,EU27,M,TOTAL,10.7,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2014-07,EU27,T,TOTAL,10.9,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2014-07,FR,F,TOTAL,10.0,France,Females,Total (16 to 74 years)
2014-07,FR,M,TOTAL,10.4,France,Males,Total (16 to 74 years)
2014-07,FR,T,TOTAL,10.2,France,Total,Total (16 to 74 years)
2014-07,IT,F,TOTAL,14.0,Italy,Females,Total (16 to 74 years)
2014-07,IT,M,TOTAL,12.2,Italy,Males,Total (16 to 74 years)
2014-07,IT,T,TOTAL,13.0,Italy,Total,Total (16 to 74 years)
2014-07,NL,F,TOTAL,8.6,Netherlands,Females,Total (16 to 74 years)
2014-07,NL,M,TOTAL,7.8,Netherlands,Males,Total (16 to 74 years)
2014-07,NL,T,TOTAL,8.2,Netherlands,Total,Total (16 to 74 years)
2014-07,PL,F,TOTAL,9.4,Poland,Females,Total (16 to 74 years)
2014-07,PL,M,TOTAL,8.4,Poland,Males,Total (16 to 74 years)
2014-07,PL,T,TOTAL,8.9,Poland,Total,Total (16 to 74 years)
2014-07,SE,F,TOTAL,7.8,Sweden,Females,Total (16 to 74 years)
2014-07,SE,M,TOTAL,8.0,Sweden,Males,Total (16 to 74 years)
2014-07,SE,T,TOTAL,7.9,Sweden,Total,Total (16 to 74 years)
2014-08,DE,F,TOTAL,4.4,Germany,Females,Total (16 to 74 years)
2014-08,DE,M,TOTAL,5.0,Germany,Males,Total (16 to 74 years)
2014-08,DE,T,TOTAL,4.7,Germany,Total,Total (16 to 74 years)
2014-08,EL,F,TOTAL,29.9,Greece,Females,Total (16 to 74 years)
2014-08,EL,M,TOTAL,23.7,Greece,Males,Total (16 to 74 years)
2014-08,EL,T,TOTAL,26.4,Greece,Total,Total (16 to 74 years)
2014-08,ES,F,TOTAL,25.4,Spain,Females,Total (16 to 74 years)
2014-08,ES,M,TOTAL,23.0,Spain,Males,Total (16 to 74 years)
2014-08,ES,T,TOTAL,24.1,Spain,Total,Total (16 to 74 years)
2014-08,EU27,F,TOTAL,11.1,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2014-08,EU27,M,TOTAL,10.6,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2014-08,EU27,T,TOTAL,10.9,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2014-08,FR,F,TOTAL,10.0,France,Females,Total (16 to 74 years)
2014-08,FR,M,TOTAL,10.4,France,Males,Total (16 to 74 years)
2014-08,FR,T,TOTAL,10.2,France,Total,Total (16 to 74 years)
2014-08,IT,F,TOTAL,13.6,Italy,Females,Total (16 to 74 years)
2014-08,IT,M,TOTAL,12.0,Italy,Males,Total (16 to 74 years)
2014-08,IT,T,TOTAL,12.7,Italy,Total,Total (16 to 74 years)
2014-08,NL,F,TOTAL,8.6,Netherlands,Females,Total (16 to 74 years)
2014-08,NL,M,TOTAL,7.6,Netherlands,Males,Total (16 to 74 years)
2014-08,NL,T,TOTAL,8.1,Netherlands,Total,Total (16 to 74 years)
2014-08,PL,F,TOTAL,9.2,Poland,Females,Total (16 to 74 years)
2014-08,PL,M,TOTAL,8.2,Poland,Males,Total (16 to 74 years)
2014-08,PL,T,TOTAL,8.6,Poland,Total,Total (16 to 74 years)
2014-08,SE,F,TOTAL,7.9,Sweden,Females,Total (16 to 74 years)
2014-08,SE,M,TOTAL,8.3,Sweden,Males,Total (16 to 74 years)
2014-08,SE,T,TOTAL,8.1,Sweden,Total,Total (16 to 74 years)
2014-09,DE,F,TOTAL,4.4,Germany,Females,Total (16 to 74 years)
2014-09,DE,M,TOTAL,5.0,Germany,Males,Total (16 to 74 years)
2014-09,DE,T,TOTAL,4.7,Germany,Total,Total (16 to 74 years)
2014-09,EL,F,TOTAL,30.0,Greece,Females,Total (16 to 74 years)
2014-09,EL,M,TOTAL,22.9,Greece,Males,Total (16 to 74 years)
2014-09,EL,T,TOTAL,26.1,Greece,Total,Total (16 to 74 years)
2014-09,ES,F,TOTAL,25.3,Spain,Females,Total (16 to 74 years)
2014-09,ES,M,TOTAL,22.8,Spain,Males,Total (16 to 74 years)
2014-09,ES,T,TOTAL,24.0,Spain,Total,Total (16 to 74 years)
2014-09,EU27,F,TOTAL,11.1,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2014-09,EU27,M,TOTAL,10.6,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
